time,package_id,task_id,status,x,y
84,40,40,at_pickup_point,56.0,39.0
84,41,41,at_pickup_point,63.0,23.0
84,42,42,at_pickup_point,63.0,65.0
84,43,43,at_pickup_point,37.0,56.0
84,44,44,at_pickup_point,30.0,25.0
84,45,45,at_pickup_point,53.0,43.0
84,46,46,at_pickup_point,18.0,18.0
84,47,47,at_pickup_point,65.0,20.0
85,0,0,delivered,25.0,24.0
85,1,1,directly_delivered,16.0,22.0
85,2,2,directly_delivered,20.0,40.0
85,3,3,directly_delivered,18.0,24.0
85,4,4,directly_delivered,37.0,31.0
85,5,5,directly_delivered,2.0,60.0
85,6,6,directly_delivered,57.0,48.0
85,7,7,directly_delivered,15.0,19.0
85,8,8,directly_delivered,30.0,60.0
85,9,9,delivered,41.0,37.0
85,10,10,at_pickup_point,15.0,60.0
85,11,11,at_pickup_point,10.0,20.0
85,12,12,at_pickup_point,12.0,24.0
85,13,13,at_pickup_point,44.0,17.0
85,14,14,at_pickup_point,26.0,27.0
85,15,15,at_pickup_point,13.0,52.0
85,16,16,at_pickup_point,20.0,65.0
85,17,17,at_pickup_point,4.0,18.0
85,18,18,at_pickup_point,32.0,12.0
85,19,19,at_pickup_point,65.0,55.0
85,20,20,at_pickup_point,47.0,47.0
85,21,21,at_pickup_point,55.0,45.0
85,22,22,at_pickup_point,67.0,5.0
85,23,23,at_pickup_point,40.0,25.0
85,24,24,at_pickup_point,61.0,52.0
85,25,25,at_pickup_point,45.0,30.0
85,26,26,at_pickup_point,20.0,20.0
85,27,27,at_pickup_point,22.0,27.0
85,28,28,at_pickup_point,45.0,10.0
85,29,29,at_pickup_point,25.0,30.0
85,30,30,at_pickup_point,10.0,43.0
85,31,31,at_pickup_point,55.0,60.0
85,32,32,at_pickup_point,26.0,35.0
85,33,33,at_pickup_point,45.0,65.0
85,34,34,at_pickup_point,11.0,31.0
85,35,35,at_pickup_point,65.0,35.0
85,36,36,at_pickup_point,6.0,68.0
85,37,37,at_pickup_point,17.0,34.0
85,38,38,at_pickup_point,23.0,3.0
85,39,39,at_pickup_point,35.0,69.0
85,40,40,at_pickup_point,56.0,39.0
85,41,41,at_pickup_point,63.0,23.0
85,42,42,at_pickup_point,63.0,65.0
85,43,43,at_pickup_point,37.0,56.0
85,44,44,at_pickup_point,30.0,25.0
85,45,45,at_pickup_point,53.0,43.0
85,46,46,at_pickup_point,18.0,18.0
85,47,47,at_pickup_point,65.0,20.0
86,0,0,delivered,25.0,24.0
86,1,1,directly_delivered,16.0,22.0
86,2,2,directly_delivered,20.0,40.0
86,3,3,directly_delivered,18.0,24.0
86,4,4,directly_delivered,37.0,31.0
86,5,5,directly_delivered,2.0,60.0
86,6,6,directly_delivered,57.0,48.0
86,7,7,directly_delivered,15.0,19.0
86,8,8,directly_delivered,30.0,60.0
86,9,9,delivered,41.0,37.0
86,10,10,at_pickup_point,15.0,60.0
86,11,11,at_pickup_point,10.0,20.0
86,12,12,at_pickup_point,12.0,24.0
86,13,13,at_pickup_point,44.0,17.0
86,14,14,at_pickup_point,26.0,27.0
86,15,15,at_pickup_point,13.0,52.0
86,16,16,at_pickup_point,20.0,65.0
86,17,17,at_pickup_point,4.0,18.0
86,18,18,at_pickup_point,32.0,12.0
86,19,19,at_pickup_point,65.0,55.0
86,20,20,at_pickup_point,47.0,47.0
86,21,21,at_pickup_point,55.0,45.0
86,22,22,at_pickup_point,67.0,5.0
86,23,23,at_pickup_point,40.0,25.0
86,24,24,at_pickup_point,61.0,52.0
86,25,25,at_pickup_point,45.0,30.0
86,26,26,at_pickup_point,20.0,20.0
86,27,27,at_pickup_point,22.0,27.0
86,28,28,at_pickup_point,45.0,10.0
86,29,29,at_pickup_point,25.0,30.0
86,30,30,at_pickup_point,10.0,43.0
86,31,31,at_pickup_point,55.0,60.0
86,32,32,at_pickup_point,26.0,35.0
86,33,33,at_pickup_point,45.0,65.0
86,34,34,at_pickup_point,11.0,31.0
86,35,35,at_pickup_point,65.0,35.0
86,36,36,at_pickup_point,6.0,68.0
86,37,37,at_pickup_point,17.0,34.0
86,38,38,at_pickup_point,23.0,3.0
86,39,39,at_pickup_point,35.0,69.0
86,40,40,at_pickup_point,56.0,39.0
86,41,41,at_pickup_point,63.0,23.0
86,42,42,at_pickup_point,63.0,65.0
86,43,43,at_pickup_point,37.0,56.0
86,44,44,at_pickup_point,30.0,25.0
86,45,45,at_pickup_point,53.0,43.0
86,46,46,at_pickup_point,18.0,18.0
86,47,47,at_pickup_point,65.0,20.0
87,0,0,delivered,25.0,24.0
87,1,1,directly_delivered,16.0,22.0
87,2,2,directly_delivered,20.0,40.0
87,3,3,directly_delivered,18.0,24.0
87,4,4,directly_delivered,37.0,31.0
87,5,5,directly_delivered,2.0,60.0
87,6,6,directly_delivered,57.0,48.0
87,7,7,directly_delivered,15.0,19.0
87,8,8,directly_delivered,30.0,60.0
87,9,9,delivered,41.0,37.0
87,10,10,at_pickup_point,15.0,60.0
87,11,11,at_pickup_point,10.0,20.0
87,12,12,at_pickup_point,12.0,24.0
87,13,13,at_pickup_point,44.0,17.0
87,14,14,at_pickup_point,26.0,27.0
87,15,15,at_pickup_point,13.0,52.0
87,16,16,at_pickup_point,20.0,65.0
87,17,17,at_pickup_point,4.0,18.0
87,18,18,at_pickup_point,32.0,12.0
87,19,19,at_pickup_point,65.0,55.0
87,20,20,at_pickup_point,47.0,47.0
87,21,21,at_pickup_point,55.0,45.0
87,22,22,at_pickup_point,67.0,5.0
87,23,23,at_pickup_point,40.0,25.0
87,24,24,at_pickup_point,61.0,52.0
87,25,25,at_pickup_point,45.0,30.0
87,26,26,at_pickup_point,20.0,20.0
87,27,27,at_pickup_point,22.0,27.0
87,28,28,at_pickup_point,45.0,10.0
87,29,29,at_pickup_point,25.0,30.0
87,30,30,at_pickup_point,10.0,43.0
87,31,31,at_pickup_point,55.0,60.0
87,32,32,at_pickup_point,26.0,35.0
87,33,33,at_pickup_point,45.0,65.0
87,34,34,at_pickup_point,11.0,31.0
87,35,35,at_pickup_point,65.0,35.0
87,36,36,at_pickup_point,6.0,68.0
87,37,37,at_pickup_point,17.0,34.0
87,38,38,at_pickup_point,23.0,3.0
87,39,39,at_pickup_point,35.0,69.0
87,40,40,at_pickup_point,56.0,39.0
87,41,41,at_pickup_point,63.0,23.0
87,42,42,at_pickup_point,63.0,65.0
87,43,43,at_pickup_point,37.0,56.0
87,44,44,at_pickup_point,30.0,25.0
87,45,45,at_pickup_point,53.0,43.0
87,46,46,at_pickup_point,18.0,18.0
87,47,47,at_pickup_point,65.0,20.0
88,0,0,delivered,25.0,24.0
88,1,1,directly_delivered,16.0,22.0
88,2,2,directly_delivered,20.0,40.0
88,3,3,directly_delivered,18.0,24.0
88,4,4,directly_delivered,37.0,31.0
88,5,5,directly_delivered,2.0,60.0
88,6,6,directly_delivered,57.0,48.0
88,7,7,directly_delivered,15.0,19.0
88,8,8,directly_delivered,30.0,60.0
88,9,9,delivered,41.0,37.0
88,10,10,at_pickup_point,15.0,60.0
88,11,11,at_pickup_point,10.0,20.0
88,12,12,at_pickup_point,12.0,24.0
88,13,13,at_pickup_point,44.0,17.0
88,14,14,at_pickup_point,26.0,27.0
88,15,15,at_pickup_point,13.0,52.0
88,16,16,at_pickup_point,20.0,65.0
88,17,17,at_pickup_point,4.0,18.0
88,18,18,at_pickup_point,32.0,12.0
88,19,19,at_pickup_point,65.0,55.0
88,20,20,at_pickup_point,47.0,47.0
88,21,21,at_pickup_point,55.0,45.0
88,22,22,at_pickup_point,67.0,5.0
88,23,23,at_pickup_point,40.0,25.0
88,24,24,at_pickup_point,61.0,52.0
88,25,25,at_pickup_point,45.0,30.0
88,26,26,at_pickup_point,20.0,20.0
88,27,27,at_pickup_point,22.0,27.0
88,28,28,at_pickup_point,45.0,10.0
88,29,29,at_pickup_point,25.0,30.0
88,30,30,at_pickup_point,10.0,43.0
88,31,31,at_pickup_point,55.0,60.0
88,32,32,at_pickup_point,26.0,35.0
88,33,33,at_pickup_point,45.0,65.0
88,34,34,at_pickup_point,11.0,31.0
88,35,35,at_pickup_point,65.0,35.0
88,36,36,at_pickup_point,6.0,68.0
88,37,37,at_pickup_point,17.0,34.0
88,38,38,at_pickup_point,23.0,3.0
88,39,39,at_pickup_point,35.0,69.0
88,40,40,at_pickup_point,56.0,39.0
88,41,41,at_pickup_point,63.0,23.0
88,42,42,at_pickup_point,63.0,65.0
88,43,43,at_pickup_point,37.0,56.0
88,44,44,at_pickup_point,30.0,25.0
88,45,45,at_pickup_point,53.0,43.0
88,46,46,at_pickup_point,18.0,18.0
88,47,47,at_pickup_point,65.0,20.0
89,0,0,delivered,25.0,24.0
89,1,1,directly_delivered,16.0,22.0
89,2,2,directly_delivered,20.0,40.0
89,3,3,directly_delivered,18.0,24.0
89,4,4,directly_delivered,37.0,31.0
89,5,5,directly_delivered,2.0,60.0
89,6,6,directly_delivered,57.0,48.0
89,7,7,directly_delivered,15.0,19.0
89,8,8,directly_delivered,30.0,60.0
89,9,9,delivered,41.0,37.0
89,10,10,at_pickup_point,15.0,60.0
89,11,11,at_pickup_point,10.0,20.0
89,12,12,at_pickup_point,12.0,24.0
89,13,13,at_pickup_point,44.0,17.0
89,14,14,at_pickup_point,26.0,27.0
89,15,15,at_pickup_point,13.0,52.0
89,16,16,at_pickup_point,20.0,65.0
89,17,17,at_pickup_point,4.0,18.0
89,18,18,at_pickup_point,32.0,12.0
89,19,19,at_pickup_point,65.0,55.0
89,20,20,at_pickup_point,47.0,47.0
89,21,21,at_pickup_point,55.0,45.0
89,22,22,at_pickup_point,67.0,5.0
89,23,23,at_pickup_point,40.0,25.0
89,24,24,at_pickup_point,61.0,52.0
89,25,25,at_pickup_point,45.0,30.0
89,26,26,at_pickup_point,20.0,20.0
89,27,27,at_pickup_point,22.0,27.0
89,28,28,at_pickup_point,45.0,10.0
89,29,29,at_pickup_point,25.0,30.0
89,30,30,at_pickup_point,10.0,43.0
89,31,31,at_pickup_point,55.0,60.0
89,32,32,at_pickup_point,26.0,35.0
89,33,33,at_pickup_point,45.0,65.0
89,34,34,at_pickup_point,11.0,31.0
89,35,35,at_pickup_point,65.0,35.0
89,36,36,at_pickup_point,6.0,68.0
89,37,37,at_pickup_point,17.0,34.0
89,38,38,at_pickup_point,23.0,3.0
89,39,39,at_pickup_point,35.0,69.0
89,40,40,at_pickup_point,56.0,39.0
89,41,41,at_pickup_point,63.0,23.0
89,42,42,at_pickup_point,63.0,65.0
89,43,43,at_pickup_point,37.0,56.0
89,44,44,at_pickup_point,30.0,25.0
89,45,45,at_pickup_point,53.0,43.0
89,46,46,at_pickup_point,18.0,18.0
89,47,47,at_pickup_point,65.0,20.0
90,0,0,delivered,25.0,24.0
90,1,1,directly_delivered,16.0,22.0
90,2,2,directly_delivered,20.0,40.0
90,3,3,directly_delivered,18.0,24.0
90,4,4,directly_delivered,37.0,31.0
90,5,5,directly_delivered,2.0,60.0
90,6,6,directly_delivered,57.0,48.0
90,7,7,directly_delivered,15.0,19.0
90,8,8,directly_delivered,30.0,60.0
90,9,9,delivered,41.0,37.0
90,10,10,at_pickup_point,15.0,60.0
90,11,11,at_pickup_point,10.0,20.0
90,12,12,at_pickup_point,12.0,24.0
90,13,13,at_pickup_point,44.0,17.0
90,14,14,at_pickup_point,26.0,27.0
90,15,15,at_pickup_point,13.0,52.0
90,16,16,at_pickup_point,20.0,65.0
90,17,17,at_pickup_point,4.0,18.0
90,18,18,at_pickup_point,32.0,12.0
90,19,19,at_pickup_point,65.0,55.0
90,20,20,at_pickup_point,47.0,47.0
90,21,21,at_pickup_point,55.0,45.0
90,22,22,at_pickup_point,67.0,5.0
90,23,23,at_pickup_point,40.0,25.0
90,24,24,at_pickup_point,61.0,52.0
90,25,25,at_pickup_point,45.0,30.0
90,26,26,at_pickup_point,20.0,20.0
90,27,27,at_pickup_point,22.0,27.0
90,28,28,at_pickup_point,45.0,10.0
90,29,29,at_pickup_point,25.0,30.0
90,30,30,at_pickup_point,10.0,43.0
90,31,31,at_pickup_point,55.0,60.0
90,32,32,at_pickup_point,26.0,35.0
90,33,33,at_pickup_point,45.0,65.0
90,34,34,at_pickup_point,11.0,31.0
90,35,35,at_pickup_point,65.0,35.0
90,36,36,at_pickup_point,6.0,68.0
90,37,37,at_pickup_point,17.0,34.0
90,38,38,at_pickup_point,23.0,3.0
90,39,39,at_pickup_point,35.0,69.0
90,40,40,at_pickup_point,56.0,39.0
90,41,41,at_pickup_point,63.0,23.0
90,42,42,at_pickup_point,63.0,65.0
90,43,43,at_pickup_point,37.0,56.0
90,44,44,at_pickup_point,30.0,25.0
90,45,45,at_pickup_point,53.0,43.0
90,46,46,at_pickup_point,18.0,18.0
90,47,47,at_pickup_point,65.0,20.0
91,0,0,delivered,25.0,24.0
91,1,1,directly_delivered,16.0,22.0
91,2,2,directly_delivered,20.0,40.0
91,3,3,directly_delivered,18.0,24.0
91,4,4,directly_delivered,37.0,31.0
91,5,5,directly_delivered,2.0,60.0
91,6,6,directly_delivered,57.0,48.0
91,7,7,directly_delivered,15.0,19.0
91,8,8,directly_delivered,30.0,60.0
91,9,9,delivered,41.0,37.0
91,10,10,at_pickup_point,15.0,60.0
91,11,11,at_pickup_point,10.0,20.0
91,12,12,at_pickup_point,12.0,24.0
91,13,13,at_pickup_point,44.0,17.0
91,14,14,at_pickup_point,26.0,27.0
91,15,15,at_pickup_point,13.0,52.0
91,16,16,at_pickup_point,20.0,65.0
91,17,17,at_pickup_point,4.0,18.0
91,18,18,at_pickup_point,32.0,12.0
91,19,19,at_pickup_point,65.0,55.0
91,20,20,at_pickup_point,47.0,47.0
91,21,21,at_pickup_point,55.0,45.0
91,22,22,at_pickup_point,67.0,5.0
91,23,23,at_pickup_point,40.0,25.0
91,24,24,at_pickup_point,61.0,52.0
91,25,25,at_pickup_point,45.0,30.0
91,26,26,at_pickup_point,20.0,20.0
91,27,27,at_pickup_point,22.0,27.0
91,28,28,at_pickup_point,45.0,10.0
91,29,29,at_pickup_point,25.0,30.0
91,30,30,at_pickup_point,10.0,43.0
91,31,31,at_pickup_point,55.0,60.0
91,32,32,at_pickup_point,26.0,35.0
91,33,33,at_pickup_point,45.0,65.0
91,34,34,at_pickup_point,11.0,31.0
91,35,35,at_pickup_point,65.0,35.0
91,36,36,at_pickup_point,6.0,68.0
91,37,37,at_pickup_point,17.0,34.0
91,38,38,at_pickup_point,23.0,3.0
91,39,39,at_pickup_point,35.0,69.0
91,40,40,at_pickup_point,56.0,39.0
91,41,41,at_pickup_point,63.0,23.0
91,42,42,at_pickup_point,63.0,65.0
91,43,43,at_pickup_point,37.0,56.0
91,44,44,at_pickup_point,30.0,25.0
91,45,45,at_pickup_point,53.0,43.0
91,46,46,at_pickup_point,18.0,18.0
91,47,47,at_pickup_point,65.0,20.0
92,0,0,delivered,25.0,24.0
92,1,1,directly_delivered,16.0,22.0
92,2,2,directly_delivered,20.0,40.0
92,3,3,directly_delivered,18.0,24.0
92,4,4,directly_delivered,37.0,31.0
92,5,5,directly_delivered,2.0,60.0
92,6,6,directly_delivered,57.0,48.0
92,7,7,directly_delivered,15.0,19.0
92,8,8,directly_delivered,30.0,60.0
92,9,9,delivered,41.0,37.0
92,10,10,at_pickup_point,15.0,60.0
92,11,11,at_pickup_point,10.0,20.0
92,12,12,at_pickup_point,12.0,24.0
92,13,13,at_pickup_point,44.0,17.0
92,14,14,at_pickup_point,26.0,27.0
92,15,15,at_pickup_point,13.0,52.0
92,16,16,at_pickup_point,20.0,65.0
92,17,17,at_pickup_point,4.0,18.0
92,18,18,at_pickup_point,32.0,12.0
92,19,19,at_pickup_point,65.0,55.0
92,20,20,at_pickup_point,47.0,47.0
92,21,21,at_pickup_point,55.0,45.0
92,22,22,at_pickup_point,67.0,5.0
92,23,23,at_pickup_point,40.0,25.0
92,24,24,at_pickup_point,61.0,52.0
92,25,25,at_pickup_point,45.0,30.0
92,26,26,at_pickup_point,20.0,20.0
92,27,27,at_pickup_point,22.0,27.0
92,28,28,at_pickup_point,45.0,10.0
92,29,29,at_pickup_point,25.0,30.0
92,30,30,at_pickup_point,10.0,43.0
92,31,31,at_pickup_point,55.0,60.0
92,32,32,at_pickup_point,26.0,35.0
92,33,33,at_pickup_point,45.0,65.0
92,34,34,at_pickup_point,11.0,31.0
92,35,35,at_pickup_point,65.0,35.0
92,36,36,at_pickup_point,6.0,68.0
92,37,37,at_pickup_point,17.0,34.0
92,38,38,at_pickup_point,23.0,3.0
92,39,39,at_pickup_point,35.0,69.0
92,40,40,at_pickup_point,56.0,39.0
92,41,41,at_pickup_point,63.0,23.0
92,42,42,at_pickup_point,63.0,65.0
92,43,43,at_pickup_point,37.0,56.0
92,44,44,at_pickup_point,30.0,25.0
92,45,45,at_pickup_point,53.0,43.0
92,46,46,at_pickup_point,18.0,18.0
92,47,47,at_pickup_point,65.0,20.0
93,0,0,delivered,25.0,24.0
93,1,1,directly_delivered,16.0,22.0
93,2,2,directly_delivered,20.0,40.0
93,3,3,directly_delivered,18.0,24.0
93,4,4,directly_delivered,37.0,31.0
93,5,5,directly_delivered,2.0,60.0
93,6,6,directly_delivered,57.0,48.0
93,7,7,directly_delivered,15.0,19.0
93,8,8,directly_delivered,30.0,60.0
93,9,9,delivered,41.0,37.0
93,10,10,at_pickup_point,15.0,60.0
93,11,11,at_pickup_point,10.0,20.0
93,12,12,at_pickup_point,12.0,24.0
93,13,13,at_pickup_point,44.0,17.0
93,14,14,at_pickup_point,26.0,27.0
93,15,15,at_pickup_point,13.0,52.0
93,16,16,at_pickup_point,20.0,65.0
93,17,17,at_pickup_point,4.0,18.0
93,18,18,at_pickup_point,32.0,12.0
93,19,19,at_pickup_point,65.0,55.0
93,20,20,at_pickup_point,47.0,47.0
93,21,21,at_pickup_point,55.0,45.0
93,22,22,at_pickup_point,67.0,5.0
93,23,23,at_pickup_point,40.0,25.0
93,24,24,at_pickup_point,61.0,52.0
93,25,25,at_pickup_point,45.0,30.0
93,26,26,at_pickup_point,20.0,20.0
93,27,27,at_pickup_point,22.0,27.0
93,28,28,at_pickup_point,45.0,10.0
93,29,29,at_pickup_point,25.0,30.0
93,30,30,at_pickup_point,10.0,43.0
93,31,31,at_pickup_point,55.0,60.0
93,32,32,at_pickup_point,26.0,35.0
93,33,33,at_pickup_point,45.0,65.0
93,34,34,at_pickup_point,11.0,31.0
93,35,35,at_pickup_point,65.0,35.0
93,36,36,at_pickup_point,6.0,68.0
93,37,37,at_pickup_point,17.0,34.0
93,38,38,at_pickup_point,23.0,3.0
93,39,39,at_pickup_point,35.0,69.0
93,40,40,at_pickup_point,56.0,39.0
93,41,41,at_pickup_point,63.0,23.0
93,42,42,at_pickup_point,63.0,65.0
93,43,43,at_pickup_point,37.0,56.0
93,44,44,at_pickup_point,30.0,25.0
93,45,45,at_pickup_point,53.0,43.0
93,46,46,at_pickup_point,18.0,18.0
93,47,47,at_pickup_point,65.0,20.0
94,0,0,delivered,25.0,24.0
94,1,1,directly_delivered,16.0,22.0
94,2,2,directly_delivered,20.0,40.0
94,3,3,directly_delivered,18.0,24.0
94,4,4,directly_delivered,37.0,31.0
94,5,5,directly_delivered,2.0,60.0
94,6,6,directly_delivered,57.0,48.0
94,7,7,directly_delivered,15.0,19.0
94,8,8,directly_delivered,30.0,60.0
94,9,9,delivered,41.0,37.0
94,10,10,at_pickup_point,15.0,60.0
94,11,11,at_pickup_point,10.0,20.0
94,12,12,at_pickup_point,12.0,24.0
94,13,13,at_pickup_point,44.0,17.0
94,14,14,at_pickup_point,26.0,27.0
94,15,15,at_pickup_point,13.0,52.0
94,16,16,at_pickup_point,20.0,65.0
94,17,17,at_pickup_point,4.0,18.0
94,18,18,at_pickup_point,32.0,12.0
94,19,19,at_pickup_point,65.0,55.0
94,20,20,at_pickup_point,47.0,47.0
94,21,21,at_pickup_point,55.0,45.0
94,22,22,at_pickup_point,67.0,5.0
94,23,23,at_pickup_point,40.0,25.0
94,24,24,at_pickup_point,61.0,52.0
94,25,25,at_pickup_point,45.0,30.0
94,26,26,at_pickup_point,20.0,20.0
94,27,27,at_pickup_point,22.0,27.0
94,28,28,at_pickup_point,45.0,10.0
94,29,29,at_pickup_point,25.0,30.0
94,30,30,at_pickup_point,10.0,43.0
94,31,31,at_pickup_point,55.0,60.0
94,32,32,at_pickup_point,26.0,35.0
94,33,33,at_pickup_point,45.0,65.0
94,34,34,at_pickup_point,11.0,31.0
94,35,35,at_pickup_point,65.0,35.0
94,36,36,at_pickup_point,6.0,68.0
94,37,37,at_pickup_point,17.0,34.0
94,38,38,at_pickup_point,23.0,3.0
94,39,39,at_pickup_point,35.0,69.0
94,40,40,at_pickup_point,56.0,39.0
94,41,41,at_pickup_point,63.0,23.0
94,42,42,at_pickup_point,63.0,65.0
94,43,43,at_pickup_point,37.0,56.0
94,44,44,at_pickup_point,30.0,25.0
94,45,45,at_pickup_point,53.0,43.0
94,46,46,at_pickup_point,18.0,18.0
94,47,47,at_pickup_point,65.0,20.0
95,0,0,delivered,25.0,24.0
95,1,1,directly_delivered,16.0,22.0
95,2,2,directly_delivered,20.0,40.0
95,3,3,directly_delivered,18.0,24.0
95,4,4,directly_delivered,37.0,31.0
95,5,5,directly_delivered,2.0,60.0
95,6,6,directly_delivered,57.0,48.0
95,7,7,directly_delivered,15.0,19.0
95,8,8,directly_delivered,30.0,60.0
95,9,9,delivered,41.0,37.0
95,10,10,on_pickup_drone,25.0,60.0
95,11,11,at_pickup_point,10.0,20.0
95,12,12,at_pickup_point,12.0,24.0
95,13,13,at_pickup_point,44.0,17.0
95,14,14,at_pickup_point,26.0,27.0
95,15,15,at_pickup_point,13.0,52.0
95,16,16,at_pickup_point,20.0,65.0
95,17,17,at_pickup_point,4.0,18.0
95,18,18,at_pickup_point,32.0,12.0
95,19,19,at_pickup_point,65.0,55.0
95,20,20,at_pickup_point,47.0,47.0
95,21,21,at_pickup_point,55.0,45.0
95,22,22,at_pickup_point,67.0,5.0
95,23,23,at_pickup_point,40.0,25.0
95,24,24,at_pickup_point,61.0,52.0
95,25,25,at_pickup_point,45.0,30.0
95,26,26,at_pickup_point,20.0,20.0
95,27,27,at_pickup_point,22.0,27.0
95,28,28,at_pickup_point,45.0,10.0
95,29,29,at_pickup_point,25.0,30.0
95,30,30,at_pickup_point,10.0,43.0
95,31,31,at_pickup_point,55.0,60.0
95,32,32,at_pickup_point,26.0,35.0
95,33,33,at_pickup_point,45.0,65.0
95,34,34,at_pickup_point,11.0,31.0
95,35,35,at_pickup_point,65.0,35.0
95,36,36,at_pickup_point,6.0,68.0
95,37,37,at_pickup_point,17.0,34.0
95,38,38,at_pickup_point,23.0,3.0
95,39,39,at_pickup_point,35.0,69.0
95,40,40,at_pickup_point,56.0,39.0
95,41,41,at_pickup_point,63.0,23.0
95,42,42,at_pickup_point,63.0,65.0
95,43,43,at_pickup_point,37.0,56.0
95,44,44,at_pickup_point,30.0,25.0
95,45,45,at_pickup_point,53.0,43.0
95,46,46,at_pickup_point,18.0,18.0
95,47,47,at_pickup_point,65.0,20.0
96,0,0,delivered,25.0,24.0
96,1,1,directly_delivered,16.0,22.0
96,2,2,directly_delivered,20.0,40.0
96,3,3,directly_delivered,18.0,24.0
96,4,4,directly_delivered,37.0,31.0
96,5,5,directly_delivered,2.0,60.0
96,6,6,directly_delivered,57.0,48.0
96,7,7,directly_delivered,15.0,19.0
96,8,8,directly_delivered,30.0,60.0
96,9,9,delivered,41.0,37.0
96,10,10,on_pickup_drone,20.0,60.0
96,11,11,at_pickup_point,10.0,20.0
96,12,12,at_pickup_point,12.0,24.0
96,13,13,at_pickup_point,44.0,17.0
96,14,14,at_pickup_point,26.0,27.0
96,15,15,at_pickup_point,13.0,52.0
96,16,16,at_pickup_point,20.0,65.0
96,17,17,at_pickup_point,4.0,18.0
96,18,18,at_pickup_point,32.0,12.0
96,19,19,at_pickup_point,65.0,55.0
96,20,20,at_pickup_point,47.0,47.0
96,21,21,at_pickup_point,55.0,45.0
96,22,22,at_pickup_point,67.0,5.0
96,23,23,at_pickup_point,40.0,25.0
96,24,24,at_pickup_point,61.0,52.0
96,25,25,at_pickup_point,45.0,30.0
96,26,26,at_pickup_point,20.0,20.0
96,27,27,at_pickup_point,22.0,27.0
96,28,28,at_pickup_point,45.0,10.0
96,29,29,at_pickup_point,25.0,30.0
96,30,30,at_pickup_point,10.0,43.0
96,31,31,at_pickup_point,55.0,60.0
96,32,32,at_pickup_point,26.0,35.0
96,33,33,at_pickup_point,45.0,65.0
96,34,34,at_pickup_point,11.0,31.0
96,35,35,at_pickup_point,65.0,35.0
96,36,36,at_pickup_point,6.0,68.0
96,37,37,at_pickup_point,17.0,34.0
96,38,38,at_pickup_point,23.0,3.0
96,39,39,at_pickup_point,35.0,69.0
96,40,40,at_pickup_point,56.0,39.0
96,41,41,at_pickup_point,63.0,23.0
96,42,42,at_pickup_point,63.0,65.0
96,43,43,at_pickup_point,37.0,56.0
96,44,44,at_pickup_point,30.0,25.0
96,45,45,at_pickup_point,53.0,43.0
96,46,46,at_pickup_point,18.0,18.0
96,47,47,at_pickup_point,65.0,20.0
97,0,0,delivered,25.0,24.0
97,1,1,directly_delivered,16.0,22.0
97,2,2,directly_delivered,20.0,40.0
97,3,3,directly_delivered,18.0,24.0
97,4,4,directly_delivered,37.0,31.0
97,5,5,directly_delivered,2.0,60.0
97,6,6,directly_delivered,57.0,48.0
97,7,7,directly_delivered,15.0,19.0
97,8,8,directly_delivered,30.0,60.0
97,9,9,delivered,41.0,37.0
97,10,10,on_direct_drone,15.0,60.0
97,11,11,at_pickup_point,10.0,20.0
97,12,12,at_pickup_point,12.0,24.0
97,13,13,at_pickup_point,44.0,17.0
97,14,14,at_pickup_point,26.0,27.0
97,15,15,at_pickup_point,13.0,52.0
97,16,16,at_pickup_point,20.0,65.0
97,17,17,at_pickup_point,4.0,18.0
97,18,18,at_pickup_point,32.0,12.0
97,19,19,at_pickup_point,65.0,55.0
97,20,20,at_pickup_point,47.0,47.0
97,21,21,at_pickup_point,55.0,45.0
97,22,22,at_pickup_point,67.0,5.0
97,23,23,at_pickup_point,40.0,25.0
97,24,24,at_pickup_point,61.0,52.0
97,25,25,at_pickup_point,45.0,30.0
97,26,26,at_pickup_point,20.0,20.0
97,27,27,at_pickup_point,22.0,27.0
97,28,28,at_pickup_point,45.0,10.0
97,29,29,at_pickup_point,25.0,30.0
97,30,30,at_pickup_point,10.0,43.0
97,31,31,at_pickup_point,55.0,60.0
97,32,32,at_pickup_point,26.0,35.0
97,33,33,at_pickup_point,45.0,65.0
97,34,34,at_pickup_point,11.0,31.0
97,35,35,at_pickup_point,65.0,35.0
97,36,36,at_pickup_point,6.0,68.0
97,37,37,at_pickup_point,17.0,34.0
97,38,38,at_pickup_point,23.0,3.0
97,39,39,at_pickup_point,35.0,69.0
97,40,40,at_pickup_point,56.0,39.0
97,41,41,at_pickup_point,63.0,23.0
97,42,42,at_pickup_point,63.0,65.0
97,43,43,at_pickup_point,37.0,56.0
97,44,44,at_pickup_point,30.0,25.0
97,45,45,at_pickup_point,53.0,43.0
97,46,46,at_pickup_point,18.0,18.0
97,47,47,at_pickup_point,65.0,20.0
98,0,0,delivered,25.0,24.0
98,1,1,directly_delivered,16.0,22.0
98,2,2,directly_delivered,20.0,40.0
98,3,3,directly_delivered,18.0,24.0
98,4,4,directly_delivered,37.0,31.0
98,5,5,directly_delivered,2.0,60.0
98,6,6,directly_delivered,57.0,48.0
98,7,7,directly_delivered,15.0,19.0
98,8,8,directly_delivered,30.0,60.0
98,9,9,delivered,41.0,37.0
98,10,10,on_direct_drone,17.883415987993274,55.91516068367619
98,11,11,at_pickup_point,10.0,20.0
98,12,12,at_pickup_point,12.0,24.0
